Source,Lyrics File,Song ID,Song Title,Artist,Album,Score,Status,Has Variants,Variant Rank,File Path
sattarov,ХАЛИДЕ,D2tdzD1fiyJG4SLAY0Nrty,Hayat-Linda,Hayat,Hayat,0.62,MEDIUM,YES,1/2,scripts/lyrics_sattarov/ХАЛИДЕ.txt
sattarov,Ялта,D2tdzD1fiyJG4SLAY0Nrty,Hayat-Linda,Hayat,Hayat,0.53,LOW,YES,2/2,scripts/lyrics_sattarov/Ялта.txt
sattarov,Ягъма ягъмур,Li47oEUqTFWSNd7pEUmwij,Güneş-Yağma yağmur,Güneş,Güneş,0.69,MEDIUM,NO,,scripts/lyrics_sattarov/Ягъма ягъмур.txt
sattarov,ХАЙДЕ СОЙЛЕ,0nfMgOW4Wusg3dF1FBQJe7,"Hayat-Söyle, dohtur",Hayat,Hayat,0.57,LOW,NO,,scripts/lyrics_sattarov/ХАЙДЕ СОЙЛЕ.txt
sattarov,Янгъызлыкъ ярасы,gtNA5UCdUvP9n3eGGfxS8M,Vetan-Kezlev haytarması,Vetan,Vetan,0.58,LOW,NO,,scripts/lyrics_sattarov/Янгъызлыкъ ярасы.txt
sattarov,ЧЫРПЫНЫРДЫ  КАРА  ДЕНИЗ,ZpEG5hBBa93omxSYN55ir5,Dilâver Osmanov-Qara deñiz,Dilâver Osmanov,Dilâver Osmanov,0.52,LOW,NO,,scripts/lyrics_sattarov/ЧЫРПЫНЫРДЫ  КАРА  ДЕНИЗ.txt
sattarov,Чалбаш бора,pDnOcIaRyZFlzzl1eV4zGf,Güneş-Çalbaş bora,Güneş,Güneş,0.67,MEDIUM,NO,,scripts/lyrics_sattarov/Чалбаш бора.txt
sattarov,ЧИП-ЧИП-ЧИПЧЕЛЕР,kcDvT4kSIRkPoQzshru2vw,Cipcelerim (Чипчелерим),Bulbul Kids,Bulbul Kids,0.63,MEDIUM,NO,,scripts/lyrics_sattarov/ЧИП-ЧИП-ЧИПЧЕЛЕР.txt
sattarov,ХОШ КЕЛЬДИНЪИЗ ЭВИМЕ,i5b4eLuG6v33pHflrCAUdH,Balalar-Hoş keldiñiz,Balalar,Balalar,0.59,LOW,NO,,scripts/lyrics_sattarov/ХОШ КЕЛЬДИНЪИЗ ЭВИМЕ.txt
sattarov,Яйля бою,60WnR49z7BOtFXCnpSHOty,Sato-Yaylâ boyu,Diger,Diger,0.80,HIGH,NO,,scripts/lyrics_sattarov/Яйля бою.txt
qmusic,009 - GÜNAY – QIRIM DEP AYTALAR,pf1YHsdNkKd4w9lVlLsW8r,Günay-Qırım dep aytalar,Günay,Günay,0.78,MEDIUM,YES,1/2,scripts/lyrics_qmusic/009 - GÜNAY – QIRIM DEP AYTALAR.txt
sattarov,Чакъырджы да дагъдан энеюр,pf1YHsdNkKd4w9lVlLsW8r,Günay-Qırım dep aytalar,Günay,Günay,0.48,LOW,YES,2/2,scripts/lyrics_sattarov/Чакъырджы да дагъдан энеюр.txt
sattarov,Шемсие,A62WvFVrWxUfYxsACEbl45,Destan-Anife,Destan (Fevzi Aliyev),Destan (Fevzi Aliyev),0.47,LOW,NO,,scripts/lyrics_sattarov/Шемсие.txt
sattarov,Эки де чомакъ баласын,8d32xoKpTHpNMtoxo1L2GD,Aqyar-Eki çomaq balası,Aqyar,Aqyar,0.73,MEDIUM,YES,1/2,scripts/lyrics_sattarov/Эки де чомакъ баласын.txt
crh_lt,Bekir Çoban-Zade - İşçi Balası,8d32xoKpTHpNMtoxo1L2GD,Aqyar-Eki çomaq balası,Aqyar,Aqyar,0.54,LOW,YES,2/2,scripts/lyrics_crh_lt/Bekir Çoban-Zade - İşçi Balası.txt
sattarov,Эминем мантар топлайыр,o14TTeVL1WJBMqV3UmNZau,Emine Mustafayeva-Yollar,Emine Mustafayeva,Emine Mustafayeva,0.58,LOW,NO,,scripts/lyrics_sattarov/Эминем мантар топлайыр.txt
sattarov,Язгъа чыкъсам,7QOyTPrc928mFTsjTE4u9J,Yeşil Ada-Yazğa çıqsam,Yeşil Ada,Yeşil Ada,0.61,MEDIUM,NO,,scripts/lyrics_sattarov/Язгъа чыкъсам.txt
sattarov,ТАТАРЛАРНЫНЪ  АШЛАРЫ,Di79YnZYoIEDE2N4rk2h3e,Lâle-Dağlarnıñ yolları,Lâle,Lâle,0.56,LOW,NO,,scripts/lyrics_sattarov/ТАТАРЛАРНЫНЪ  АШЛАРЫ.txt
sattarov,Чуфут Къызы,j0bnIIpbfUCMRtbWX2lqz5,Nilüfer-Uç quşçığım,Balalar,Balalar,0.50,LOW,NO,,scripts/lyrics_sattarov/Чуфут Къызы.txt
sattarov,Эминем,t8wD98Xi336YMq7btKhdIV,Günay-Eminem,Günay,Günay,0.71,MEDIUM,NO,,scripts/lyrics_sattarov/Эминем.txt
sattarov,Шаматалы келин,JLXkEv4VT4edsNYSgvum1J,FaTima-Aydı kel,FaTima,FaTima,0.64,MEDIUM,YES,1/2,scripts/lyrics_sattarov/Шаматалы келин.txt
crh_lt,"Unknown - Aydı, kel!",JLXkEv4VT4edsNYSgvum1J,FaTima-Aydı kel,FaTima,FaTima,0.53,LOW,YES,2/2,"scripts/lyrics_crh_lt/Unknown - Aydı, kel!.txt"
sattarov,Юксек  минарет,hzXAkGxOaEm83XTVXTOPr9,Anara-Yüksek minare,Anara,Anara,0.81,HIGH,NO,,scripts/lyrics_sattarov/Юксек  минарет.txt
sattarov,Эреджебим,19dCgtOay0KPUrcLxG3KCh,Arsen Osmanov-Erecebim,Arsen Osmanov,Arsen Osmanov,0.55,LOW,NO,,scripts/lyrics_sattarov/Эреджебим.txt
sattarov,Шу Къавказ,0OwMtmtuXZ1xvjN7pnrs2A,Minus-Dertli qaval,Diger,Diger,0.46,LOW,NO,,scripts/lyrics_sattarov/Шу Къавказ.txt
sattarov,Эльхамдюллиля,XLRTrFbcdlUFRg0Fsw8289,Ernes Emirasanov-Elhamdülillâ,Ernes Emirasanov,Ernes Emirasanov,0.52,LOW,NO,,scripts/lyrics_sattarov/Эльхамдюллиля.txt
sattarov,ЭБЕДИЙ,6DADnxcMrC78ShLKVLhYmm,Faeton-Ediye,Faeton,Faeton,0.59,LOW,NO,,scripts/lyrics_sattarov/ЭБЕДИЙ.txt
sattarov,Чагъыр мени гузелим,T4p705EanJ4Q4T7ksGzrkY,"Azim-Ey, güzel Qırım!",Azim,Azim,0.56,LOW,NO,,scripts/lyrics_sattarov/Чагъыр мени гузелим.txt
sattarov,ХАЛВАДЖИ,hrCblBWV35UKG0nmjppYqa,Hayat-Elvacı,Hayat,Hayat,0.53,LOW,NO,,scripts/lyrics_sattarov/ХАЛВАДЖИ.txt
sattarov,Чал атымнынъ тырнагъы,fZsobUwKV3CwYtIeV2kqGO,Salaçıq-Bizim taraf,Salaçıq,Salaçıq,0.49,LOW,NO,,scripts/lyrics_sattarov/Чал атымнынъ тырнагъы.txt
sattarov,Эдие,jme2WNRg9hArb7rQNIyjCm,Sanat-Ediye,Sanat,Sanat,0.57,LOW,NO,,scripts/lyrics_sattarov/Эдие.txt
sattarov,Хош кельдыныз мусафирлер,DEjNQUiPmnsSxeU6W14zTa,Qirim Yankisi - Hoşgeldiniz misafirler,Qırım Yankısı,Qırım Yankısı,0.58,LOW,NO,,scripts/lyrics_sattarov/Хош кельдыныз мусафирлер.txt
qmusic,012 - DESTAN - чимчарай,VAgsa3obVnpe24B94xLas1,Destan-Çimçaray,Destan (Fevzi Aliyev),Destan (Fevzi Aliyev),0.73,MEDIUM,YES,1/2,scripts/lyrics_qmusic/012 - DESTAN - чимчарай.txt
sattarov,ЧИМЧАРАЙ,VAgsa3obVnpe24B94xLas1,Destan-Çimçaray,Destan (Fevzi Aliyev),Destan (Fevzi Aliyev),0.55,LOW,YES,2/2,scripts/lyrics_sattarov/ЧИМЧАРАЙ.txt
sattarov,Эп бир,Yfb4R4fpAkk7L24x313yKe,Sevinch - Birdanem ,[Unknown Artist],[Unknown Album],0.45,LOW,NO,,scripts/lyrics_sattarov/Эп бир.txt
sattarov,Эништем,83DWXfdWNLZjFO81232pdW,Faeton-İsterim,Faeton,Faeton,0.60,MEDIUM,NO,,scripts/lyrics_sattarov/Эништем.txt
sattarov,Шалашим,GAd50aJ7vQWIqI94G25tFH,ILACIM,Nazife Reizova,Nazife Reizova ve Emine Ziadin,0.62,MEDIUM,NO,,scripts/lyrics_sattarov/Шалашим.txt
sattarov,Эки чешме,LrdRCq4YoGMj12PkwmNy9l,Minus-Eki çeşme,Diger,Diger,0.61,MEDIUM,NO,,scripts/lyrics_sattarov/Эки чешме.txt
sattarov,Шинанай,h41A8a7tzwSz5hYcg6k11K,Destan-Şinanay,Destan (Fevzi Aliyev),Destan (Fevzi Aliyev),0.60,MEDIUM,NO,,scripts/lyrics_sattarov/Шинанай.txt
sattarov,Эм северсинъ эм севмезсинъ,WuJfUPlL3TBXouLctH04F2,Emiliya Ablayeva-Severim seni,Emiliya Ablayeva,Emiliya Ablayeva,0.54,LOW,NO,,scripts/lyrics_sattarov/Эм северсинъ эм севмезсинъ.txt
sattarov,Ах джаным Эльмаз,8d3sIiZUWGPElgD6g7USgt,"Zamir Osanov-Ah canım, Elmaz",Zamir Osanov,Zamir Osanov,0.70,MEDIUM,NO,,scripts/lyrics_sattarov/Ах джаным Эльмаз.txt
sattarov,Чынъ,MACy2GnqlDlLBADvcv0MzK,Ayuvciq (Аювчыкъ),Bulbul Kids,Bulbul Kids,0.22,LOW,NO,,scripts/lyrics_sattarov/Чынъ.txt
sattarov,Чыбын,lGGzZw92b6Ad7y4XFbpI7R,Чайхана,Nazife Reizova,Nazife Reizova ve Emine Ziadin,0.33,LOW,NO,,scripts/lyrics_sattarov/Чыбын.txt
sattarov,Эльмаз,y6HDnMzIAyUAet8ZvaUxUZ,Selâm-Nazlı,Selâm,Selâm,0.67,MEDIUM,NO,,scripts/lyrics_sattarov/Эльмаз.txt
sattarov,Xайырсыз,fv7jJf91xYRAjV2LdYGbjY,Seda-Hırsız,Seda,Seda,0.67,MEDIUM,NO,,scripts/lyrics_sattarov/Xайырсыз.txt
crh_lt,Crimean Tatar Folk - Canay,mHFWoREf2GbAIDEKh0f1OB,Enver İzmaylov-Crimean Tatar Funk,Enver İzmaylov,Enver İzmaylov,0.57,LOW,YES,1/5,scripts/lyrics_crh_lt/Crimean Tatar Folk - Canay.txt
crh_lt,Crimean Tatar Folk - Джанай,mHFWoREf2GbAIDEKh0f1OB,Enver İzmaylov-Crimean Tatar Funk,Enver İzmaylov,Enver İzmaylov,0.57,LOW,YES,2/5,scripts/lyrics_crh_lt/Crimean Tatar Folk - Джанай.txt
crh_lt,The Lion King (OST) - Hakuna Matata (Crimean Tatar),mHFWoREf2GbAIDEKh0f1OB,Enver İzmaylov-Crimean Tatar Funk,Enver İzmaylov,Enver İzmaylov,0.47,LOW,YES,3/5,scripts/lyrics_crh_lt/The Lion King (OST) - Hakuna Matata (Crimean Tatar).txt
crh_lt,The Lion King (OST) - Can you feel the love tonight (Crimean Tatar),mHFWoREf2GbAIDEKh0f1OB,Enver İzmaylov-Crimean Tatar Funk,Enver İzmaylov,Enver İzmaylov,0.45,LOW,YES,4/5,scripts/lyrics_crh_lt/The Lion King (OST) - Can you feel the love tonight (Crimean Tatar).txt
crh_lt,Mulan (OST) - Senden er asker yapacam [I’ll Make A Man Out Of You (Crimean Tatar)],mHFWoREf2GbAIDEKh0f1OB,Enver İzmaylov-Crimean Tatar Funk,Enver İzmaylov,Enver İzmaylov,0.42,LOW,YES,5/5,scripts/lyrics_crh_lt/Mulan (OST) - Senden er asker yapacam [I’ll Make A Man Out Of You (Crimean Tatar)].txt
crh_lt,Marlen Settarov - İnci Danesi,yelO6i3D8CjZR7YMcG0oVo,Marlen Settarov-İnci danesi,Marlen Settarov,Marlen Settarov,1.08,HIGH,NO,,scripts/lyrics_crh_lt/Marlen Settarov - İnci Danesi.txt
crh_lt,Asiye Saale - Kemançemniñ telleri,S0GWwmrqPkyRpBRt1oMT7r,Asiye Saale-Kemançemniñ telleri,Asiye Saale,Asiye Saale,1.02,HIGH,NO,,scripts/lyrics_crh_lt/Asiye Saale - Kemançemniñ telleri.txt
crh_lt,Emine Mustafayeva - Вай дили дили,cFnBtIVmpOGNfaINu2nykn,Emine Mustafayeva-Alim,Emine Mustafayeva,Emine Mustafayeva,0.87,HIGH,NO,,scripts/lyrics_crh_lt/Emine Mustafayeva - Вай дили дили.txt
crh_lt,Tatar Folk - Çıñ,0NCTfYAZ99l312ZYxkEgKk,Qırımtatar Folk Toplulığı-Elvida,Diger,Diger,0.53,LOW,NO,,scripts/lyrics_crh_lt/Tatar Folk - Çıñ.txt
crh_lt,Asan Hayretdinov - Vatanım,Od5yL8vzGcEvy2iFxbCKHA,Asan Hayretdinov-Vatanım,Asan Hayretdinov,Asan Hayretdinov,1.08,HIGH,NO,,scripts/lyrics_crh_lt/Asan Hayretdinov - Vatanım.txt
crh_lt,Afize Yusuf-Qızı - Seni kördükçe,ktonU23PtrjcxnIRDdvsch,Afize Yusuf-qızı-Seni kördükçe,Afize Yusuf-qızı,Afize Yusuf-qızı,0.98,HIGH,NO,,scripts/lyrics_crh_lt/Afize Yusuf-Qızı - Seni kördükçe.txt
crh_lt,Jamala - EKİ ÇEŞME,UDQPBbeMvh8u2R3WDV8eVm,"Jamala-Верше мій, верше",Jamala,Jamala,0.75,MEDIUM,NO,,scripts/lyrics_crh_lt/Jamala - EKİ ÇEŞME.txt
crh_lt,Şakir Selim - Türkiyede Yaşağan Yurtdaşlarıma,Pt5qbzX7mC10xpYTE8WoMi,Eldar Seytablayev-Yalan aytma,Eldar Seytablayev,Eldar Seytablayev,0.48,LOW,NO,,scripts/lyrics_crh_lt/Şakir Selim - Türkiyede Yaşağan Yurtdaşlarıma.txt
crh_lt,Afize Kassara - Elmalım,lFZUScB50xCl1hfERr8OfV,Afize Kassara-Elmalım,Afize Kassara,Afize Kassara,1.08,HIGH,YES,1/2,scripts/lyrics_crh_lt/Afize Kassara - Elmalım.txt
crh_lt,Afize Kassara - Tatarlığım,lFZUScB50xCl1hfERr8OfV,Afize Kassara-Elmalım,Afize Kassara,Afize Kassara,0.87,HIGH,YES,2/2,scripts/lyrics_crh_lt/Afize Kassara - Tatarlığım.txt
crh_lt,Elnara Küçük - Bu közler,YhrYXZDFzOn9UHKOQPfVC5,Elnara Küçük-Bu közler,Elnara Küçük,Elnara Küçük,0.79,MEDIUM,YES,1/2,scripts/lyrics_crh_lt/Elnara Küçük - Bu közler.txt
crh_lt,Elnara Küçük - İmkân ber,YhrYXZDFzOn9UHKOQPfVC5,Elnara Küçük-Bu közler,Elnara Küçük,Elnara Küçük,0.62,MEDIUM,YES,2/2,scripts/lyrics_crh_lt/Elnara Küçük - İmkân ber.txt
crh_lt,Aliye Civan - Sensiz,wGWhv6PjpXHeMpHlsNgnoD,Aliye Civan-Sensiz,Aliye Civan,Aliye Civan,1.07,HIGH,NO,,scripts/lyrics_crh_lt/Aliye Civan - Sensiz.txt
crh_lt,Aliye Yakubova - Yağma Yağmur Ягъма ягъмур,4AfoNvg4nGyVtH8mxXWgD2,Aliye Yakubova-Yağma yağmur,Aliye Hacabadinova,Aliye Hacabadinova,0.73,MEDIUM,NO,,scripts/lyrics_crh_lt/Aliye Yakubova - Yağma Yağmur Ягъма ягъмур.txt
crh_lt,Afize Kassara - Mecbur oldım,kBv3zxrc62l4oKoM40drCM,Afize Kassara-Mecbur oldım,Afize Kassara,Afize Kassara,1.08,HIGH,NO,,scripts/lyrics_crh_lt/Afize Kassara - Mecbur oldım.txt
crh_lt,Arsen Bekirov - Nazlı yarem,fYbz33zVxk0FHYt3vhcWhD,Arsen Bekirov-Nazlı yarem,Arsen Bekirov,Arsen Bekirov,1.08,HIGH,NO,,scripts/lyrics_crh_lt/Arsen Bekirov - Nazlı yarem.txt
crh_lt,Bekir Çoban-Zade - Bulutlar,3HEExoMucMhlY4D8pfhBSZ,Femiy Mustafayev-Bulutlar,Femiy Mustafayev,Femiy Mustafayev,0.58,LOW,NO,,scripts/lyrics_crh_lt/Bekir Çoban-Zade - Bulutlar.txt
crh_lt,Jamala - NOĞAY BEYİTLERY,97TfULUQlhDHjt1KnDjaFU,Jamala-One More Try,Jamala,Jamala,0.70,MEDIUM,NO,,scripts/lyrics_crh_lt/Jamala - NOĞAY BEYİTLERY.txt
crh_lt,Jamala - 1944,eD801KLuPrYljeLTJ19EHd,Jamala - 1944,Jamala,Jamala,1.10,HIGH,NO,,scripts/lyrics_crh_lt/Jamala - 1944.txt
crh_lt,Aliye Bekirova - Deñiz Yanında,LtuCcizsX76rmeZLrE97li,Алие Бекирова - Янымда ол,Aliye Bekirova,Aliye Bekirova,0.87,HIGH,YES,1/2,scripts/lyrics_crh_lt/Aliye Bekirova - Deñiz Yanında.txt
crh_lt,Aliye Bekirova - Amanım Yarım,LtuCcizsX76rmeZLrE97li,Алие Бекирова - Янымда ол,Aliye Bekirova,Aliye Bekirova,0.85,HIGH,YES,2/2,scripts/lyrics_crh_lt/Aliye Bekirova - Amanım Yarım.txt
crh_lt,"Karolina Cicha - Эй, Гюзел Къырым",syLe88xHlSj92jUoAF5GVQ,"Panair-Ey, güzel Qırım!",Panair,Panair,0.72,MEDIUM,NO,,"scripts/lyrics_crh_lt/Karolina Cicha - Эй, Гюзел Къырым.txt"
crh_lt,Unknown - Ah fadimem,f92yj4krLc2pM4fjuHR5l8,"Susanna Memetova-Ah, Fatimem",Susanna Memetova,Susanna Memetova,0.59,LOW,NO,,scripts/lyrics_crh_lt/Unknown - Ah fadimem.txt
crh_lt,Emiliya Ablayeva - Bir top gül,DXL6TgUOSq2dFaM1bepAJk,Emiliya Ablayeva-Bir top gül,Emiliya Ablayeva,Emiliya Ablayeva,1.05,HIGH,NO,,scripts/lyrics_crh_lt/Emiliya Ablayeva - Bir top gül.txt
crh_lt,Aliye Yakubova - Altın Yüzük Алтын юзюк,5PQJVbJetpWEsYozwpfZp3,Aliye Yakubova-Altın yüzük,Aliye Hacabadinova,Aliye Hacabadinova,0.78,MEDIUM,NO,,scripts/lyrics_crh_lt/Aliye Yakubova - Altın Yüzük Алтын юзюк.txt
crh_lt,Afize Kassara - Qaranfil,svYRNeLpx86isICzBefRD3,Afize Kassara-Qaranfil,Afize Kassara,Afize Kassara,1.08,HIGH,NO,,scripts/lyrics_crh_lt/Afize Kassara - Qaranfil.txt
crh_lt,Elnara Küçük - Ayatım,byaULHd7X8PSZ4LGy8G46W,Elnara Küçük-Ayatım,Elnara Küçük,Elnara Küçük,0.81,HIGH,YES,1/2,scripts/lyrics_crh_lt/Elnara Küçük - Ayatım.txt
crh_lt,Elnara Küçük - Aşıq oldım,byaULHd7X8PSZ4LGy8G46W,Elnara Küçük-Ayatım,Elnara Küçük,Elnara Küçük,0.59,LOW,YES,2/2,scripts/lyrics_crh_lt/Elnara Küçük - Aşıq oldım.txt
crh_lt,Emine Cevdetova - Sevgi Севги,LXIPtvny3dKvk7ImDWblww,Emine Cevdetova-Sevgi,Emine Cevdetova,Emine Cevdetova,0.95,HIGH,NO,,scripts/lyrics_crh_lt/Emine Cevdetova - Sevgi Севги.txt
crh_lt,Aliye Yakubova - Ediye,fzYeUpiF8PTlAC6BqusyIv,Aliye Yakubova-Ediye,Aliye Hacabadinova,Aliye Hacabadinova,0.97,HIGH,NO,,scripts/lyrics_crh_lt/Aliye Yakubova - Ediye.txt
crh_lt,Samida - Yosmam,LeGdtvjvQY1djHF4wmZR0t,Zarema Hanum-Yosmam,Zarema Hanum,Zarema Hanum,0.65,MEDIUM,NO,,scripts/lyrics_crh_lt/Samida - Yosmam.txt
crh_lt,"Dilâver Bekirov - Ay, çamlar",uVyHi52xhP1w0qAQbgeLPT,"Dilâver Bekirov-Ay, çamlar",Dilâver Bekirov,Dilâver Bekirov,0.92,HIGH,NO,,"scripts/lyrics_crh_lt/Dilâver Bekirov - Ay, çamlar.txt"
crh_lt,Elvina Yuldaşeva - Aqqan suvlar,4lYS9WrJHfFHO5CezFhfDS,Elvina Yuldaşeva-Aqqan suvlar,Elvina Yuldaşeva,Elvina Yuldaşeva,0.95,HIGH,NO,,scripts/lyrics_crh_lt/Elvina Yuldaşeva - Aqqan suvlar.txt
crh_lt,Jamala - QARANFİL,U8hT8zJhcddu4wrza0d09E,Anara-Üç qaranfil,Anara,Anara,0.77,MEDIUM,NO,,scripts/lyrics_crh_lt/Jamala - QARANFİL.txt
crh_lt,"Elvira Sarıhalil - Geceler, uzun geceler Геджелер, узун геджелер",6EK7XQkU9TzbmXL0fAOH39,Elvira Sarıhalil-Geceler uzun geceler,Elvira Sarıhalil,Elvira Sarıhalil,0.87,HIGH,NO,,"scripts/lyrics_crh_lt/Elvira Sarıhalil - Geceler, uzun geceler Геджелер, узун геджелер.txt"
crh_lt,Crimean Tatar Folk - Ey Güzel Qırım,sL686zXURXwDmarRqdyBFv,"Şükriye Tutkun-Ey, güzel Qırım!",Şükriye Tutkun,Şükriye Tutkun,0.66,MEDIUM,YES,1/2,scripts/lyrics_crh_lt/Crimean Tatar Folk - Ey Güzel Qırım.txt
crh_lt,Crimean Tatar Folk - Guzel Kırım (Гузель Къырым),sL686zXURXwDmarRqdyBFv,"Şükriye Tutkun-Ey, güzel Qırım!",Şükriye Tutkun,Şükriye Tutkun,0.60,MEDIUM,YES,2/2,scripts/lyrics_crh_lt/Crimean Tatar Folk - Guzel Kırım (Гузель Къырым).txt
crh_lt,Jamala - Way To Home,mPF01ePQVQDiwVqSPHL10y,Jamala-In My Shoes,Jamala,Jamala,0.79,MEDIUM,YES,1/2,scripts/lyrics_crh_lt/Jamala - Way To Home.txt
crh_lt,Jamala - YOSMAM,mPF01ePQVQDiwVqSPHL10y,Jamala-In My Shoes,Jamala,Jamala,0.77,MEDIUM,YES,2/2,scripts/lyrics_crh_lt/Jamala - YOSMAM.txt
crh_lt,Jamala - Mektüp yazdım,aPtrMGFL8dDtHwLNJO5EfV,Jamala-Mektüp yazdım (Live),Jamala,Jamala,0.92,HIGH,NO,,scripts/lyrics_crh_lt/Jamala - Mektüp yazdım.txt
crh_lt,Elvina Yuldaşeva - Yosmam,aPpCV8IKjtVGrqiKCqExsw,Elvina Yuldaşeva-Vokaliz,Elvina Yuldaşeva,Elvina Yuldaşeva,0.74,MEDIUM,NO,,scripts/lyrics_crh_lt/Elvina Yuldaşeva - Yosmam.txt
crh_lt,Afize Yusuf-Qızı - Ahtem,u5i8J6Ilhl98eWWooRg4Zr,Afize Yusuf-qızı-Ahtem,Afize Yusuf-qızı,Afize Yusuf-qızı,1.08,HIGH,NO,,scripts/lyrics_crh_lt/Afize Yusuf-Qızı - Ahtem.txt
crh_lt,Unknown - Elimdeki Kemane,JKK7QsAEV771kaq5k1ZKxk,Anara-Elimdeki kemane,Anara,Anara,0.74,MEDIUM,NO,,scripts/lyrics_crh_lt/Unknown - Elimdeki Kemane.txt
crh_lt,Leniye İzmaylova - Söyleştim tüşümde,6Hgb6zv3sgm4n87zu32Hbr,Leniye İzmaylova-Söyleştim tüşümde,Leniye İzmaylova,Leniye İzmaylova,0.94,HIGH,NO,,scripts/lyrics_crh_lt/Leniye İzmaylova - Söyleştim tüşümde.txt
crh_lt,Zore Kadıyeva - Qızlar,3YzHoHVYJkoFEafaFT2Zic,Zore Kadıyeva-Qızlar,Zore Kadıyeva,Zore Kadıyeva,1.07,HIGH,NO,,scripts/lyrics_crh_lt/Zore Kadıyeva - Qızlar.txt
crh_lt,Asan Hayretdinov - Menim olacaqsıñ,CBbNeUfYu4SC0f3Fih4fAx,Asan Hayretdinov ve Aliye Yakubova-Menim olacaqsıñ,Asan Hayretdinov,Asan Hayretdinov,0.87,HIGH,NO,,scripts/lyrics_crh_lt/Asan Hayretdinov - Menim olacaqsıñ.txt
crh_lt,Asan Hayretdinov - Unutma Унутма,CrxXMJm3XRauU6vxRgMdDS,Asan Hayretdinov-Unutma (minus),Asan Hayretdinov,Asan Hayretdinov,0.96,HIGH,NO,,scripts/lyrics_crh_lt/Asan Hayretdinov - Unutma Унутма.txt
crh_lt,Unknown - Men Anamdan Qalğanda,00LP9bGGDyR2e2IpThNo8W,Ankara Haytarma Band-Men anamdan qalğanda,Ankara Haytarma Band,Ankara Haytarma Band,0.65,MEDIUM,NO,,scripts/lyrics_crh_lt/Unknown - Men Anamdan Qalğanda.txt
crh_lt,Jamala - PENCEREDEN,LHidDhGj4WwffE3nD6ntk8,Jamala-Pencereden,Jamala,Jamala,1.07,HIGH,YES,1/2,scripts/lyrics_crh_lt/Jamala - PENCEREDEN.txt
crh_lt,Jamala - Pengereden (Пенджереден),LHidDhGj4WwffE3nD6ntk8,Jamala-Pencereden,Jamala,Jamala,0.83,HIGH,YES,2/2,scripts/lyrics_crh_lt/Jamala - Pengereden (Пенджереден).txt
crh_lt,Afize Yusuf-Qızı - Vatan asreti,sXG0ISgskEMUW302nK8lGy,Afize Yusuf-qızı - Vatan asreti,Afize Yusuf-qızı,Afize Yusuf-qızı,1.10,HIGH,NO,,scripts/lyrics_crh_lt/Afize Yusuf-Qızı - Vatan asreti.txt
crh_lt,"Unknown - Kim, eger biz degil_",ySBrAzJp5XqUCRIPwb5zBd,Seyran 7'62-Kim eger biz degil (Ringtone),Ringtones,Ringtones,0.63,MEDIUM,NO,,"scripts/lyrics_crh_lt/Unknown - Kim, eger biz degil_.txt"
crh_lt,Unknown - Sağındım (Obiymy),Az7JOcHXXntKqLxCtQS52b,Асан Хайретдинов - Сагъындым,Asan Hayretdinov,Asan Hayretdinov,0.50,LOW,NO,,scripts/lyrics_crh_lt/Unknown - Sağındım (Obiymy).txt
crh_lt,Güzel - Aqsa qara qanım aqsın,Yd04oBbzRxzGSmqmen6rVE,Güzel-Aqsa qara qanım aqsın,Güzel,Güzel,0.94,HIGH,NO,,scripts/lyrics_crh_lt/Güzel - Aqsa qara qanım aqsın.txt
crh_lt,Jamala - Unutmasan Унутмасанъ,pafWnOpwxclgCS8IwHvud8,Jamala-Unutmasañ,Jamala,Jamala,0.83,HIGH,NO,,scripts/lyrics_crh_lt/Jamala - Unutmasan Унутмасанъ.txt
crh_lt,"Bekir Çoban-Zade - Tatar tügülmen, degenlerge!",Gq59dm1IQIotIkiU61Sx0p,Bekir Adilov-Buña Yeşil Ada derler,Bekir Adilov,Bekir Adilov,0.49,LOW,NO,,"scripts/lyrics_crh_lt/Bekir Çoban-Zade - Tatar tügülmen, degenlerge!.txt"
crh_lt,Şakir Selim - Tuvğan tilim! Ana tilim! Kene yaşa!,iuYEkPDfje3OecEbB6L2Id,"Nariman Balich, Elzara Batalova - Kele Bahar",Nariman Baliç,Nariman Baliç,0.52,LOW,NO,,scripts/lyrics_crh_lt/Şakir Selim - Tuvğan tilim! Ana tilim! Kene yaşa!.txt
crh_lt,Fevzi Aliyev - Ay tavlar,Fk7YNBi7GmFi016cStgOcy,"Fevzi Aliyev-Ay, dağlar",Destan (Fevzi Aliyev),Destan (Fevzi Aliyev),0.88,HIGH,YES,1/2,scripts/lyrics_crh_lt/Fevzi Aliyev - Ay tavlar.txt
crh_lt,Fevzi Aliyev - Kırımdaki çadırlar,Fk7YNBi7GmFi016cStgOcy,"Fevzi Aliyev-Ay, dağlar",Destan (Fevzi Aliyev),Destan (Fevzi Aliyev),0.69,MEDIUM,YES,2/2,scripts/lyrics_crh_lt/Fevzi Aliyev - Kırımdaki çadırlar.txt
crh_lt,Halisa Ablayeva - Noğay beyitleri,HqLrAwANjHC2v0m8gLIdLU,Halisa Ablayeva-Noğay beyitleri,Halisa Ablayeva,Halisa Ablayeva,1.05,HIGH,NO,,scripts/lyrics_crh_lt/Halisa Ablayeva - Noğay beyitleri.txt
